plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_up_dir	6h_up_dff	6h_up_scat	6h_bottom_dir	6h_bottom_dff	6h_bottom_scat	6h_totalPPFD	
1.0	1.0	-2.0	5.0	0.0	7.41	0.0	2.6	7.41	-0.08	2.55	8.31	0.0	2.59	1.5	0.0	0.1	0.0436	0.0	103.13	142.95999999999998	0.0	0.0	0.0	246.08999999999997
1.0	1.0	-2.0	5.0	0.0	7.41	-0.08	2.55	8.31	0.0	2.59	8.31	-0.08	2.54	1.5	0.0	0.1	0.0412	0.0	0.0	0.0	0.0	54.57	82.41	136.98000000000002
1.0	1.0	-2.0	5.0	0.0	7.41	-0.08	2.55	7.41	-0.08	2.45	8.31	-0.08	2.54	1.5	0.0	0.1	0.0442	0.0	0.0	192.59	0.0	0.0	0.0	192.59
1.0	1.0	-2.0	5.0	0.0	7.41	-0.08	2.45	8.31	-0.08	2.54	8.31	-0.08	2.46	1.5	0.0	0.1	0.0406	0.0	0.0	0.0	0.0	0.0	193.81	193.81
1.0	1.0	-2.0	5.0	0.0	7.41	-0.08	2.45	7.41	0.0	2.4	8.31	-0.08	2.46	1.5	0.0	0.1	0.0436	0.0	0.0	111.97	0.0	0.0	0.0	111.97
1.0	1.0	-2.0	5.0	0.0	7.41	0.0	2.4	8.31	-0.08	2.46	8.31	0.0	2.41	1.5	0.0	0.1	0.0412	0.0	0.0	0.0	0.0	0.0	229.95	229.95
1.0	1.0	-2.0	5.0	0.0	8.31	0.0	2.41	8.31	0.08	2.46	9.22	0.0	2.42	1.5	0.0	0.1	0.0413	0.0	163.54	66.36	0.0	0.0	0.0	229.89999999999998
1.0	1.0	-2.0	5.0	0.0	8.31	0.08	2.46	9.22	0.0	2.42	9.22	0.07	2.46	1.5	0.0	0.1	0.0383	0.0	0.0	0.02	0.0	58.82	68.02	126.85
1.0	1.0	-2.0	5.0	0.0	8.31	0.08	2.46	8.31	0.08	2.54	9.22	0.07	2.46	1.5	0.0	0.1	0.0406	0.0	0.0	160.34	0.0	0.0	0.0	160.34
1.0	1.0	-2.0	5.0	0.0	8.31	0.08	2.54	9.22	0.07	2.46	9.22	0.07	2.54	1.5	0.0	0.1	0.0379	0.0	0.0	1.27	0.0	59.32	195.38	255.98000000000002
1.0	1.0	-2.0	5.0	0.0	8.31	0.08	2.54	8.31	0.0	2.59	9.22	0.07	2.54	1.5	0.0	0.1	0.0413	0.0	54.51	108.66	0.0	0.0	0.01	163.18
1.0	1.0	-2.0	5.0	0.0	8.31	0.0	2.59	9.22	0.07	2.54	9.22	0.0	2.58	1.5	0.0	0.1	0.0383	0.0	0.0	0.0	0.0	117.64	148.91	266.54999999999995
